id_sewa,nama_penyewa,barang_disewa,tanggal_sewa,tanggal_kembali,total_biaya
7483,Iwan 630,TV Panasonic/LG 50 Inch,2023-05-23,2023-05-30,3150000
7484,Andi 379,TV Panasonic/LG 75 Inch,2025-11-07,2025-11-12,6000000
7485,Andi 378,TV Panasonic/LG 50 Inch,2025-04-25,2025-04-27,900000
7486,Joko 575,TV Panasonic/LG 50 Inch,2024-11-10,2024-11-15,2250000
7487,Wati 683,TV Panasonic/LG 43 Inch,2023-10-03,2023-10-05,600000
7488,Andi 870,TV Panasonic/LG 43 Inch,2025-10-22,2025-10-27,1500000
7489,Hana 888,TV Panasonic/LG 43 Inch,2025-08-13,2025-08-17,1200000
7490,Iwan 920,TV Panasonic/LG 50 Inch,2023-03-15,2023-03-19,1800000
7491,Dewi 528,TV Panasonic/LG 43 Inch,2023-10-04,2023-10-05,300000
7492,Dewi 936,Screen 2x3,2025-04-20,2025-04-26,1800000
7493,Budi 923,TV Panasonic/LG 55 Inch,2024-07-27,2024-08-02,3300000
7494,Zaki 691,TV Panasonic/LG 65 Inch,2025-05-21,2025-05-25,2800000
7495,Joko 555,TV Panasonic/LG 50 Inch,2023-07-09,2023-07-11,900000
7496,Eko 432,Screen 3x4,2023-10-27,2023-10-29,800000
7497,Hana 382,TV Panasonic/LG 43 Inch,2024-02-27,2024-03-05,2100000
7498,Tono 185,TV Panasonic/LG 43 Inch,2026-03-03,2026-03-05,600000
7499,Wati 924,TV Panasonic/LG 43 Inch,2025-07-27,2025-07-28,300000
7500,Gani 233,TV Panasonic/LG 65 Inch,2024-02-07,2024-02-10,2100000
7501,Wati 767,TV Panasonic/LG 50 Inch,2024-04-26,2024-04-27,450000
7502,Rina 210,TV Panasonic/LG 43 Inch,2023-09-23,2023-09-28,1500000
7503,Tono 984,TV Panasonic/LG 55 Inch,2024-02-05,2024-02-07,1100000
7504,Tono 536,TV Panasonic/LG 50 Inch,2023-07-22,2023-07-28,2700000
7505,Iwan 140,Epson 6000 Lumens,2023-03-12,2023-03-13,1000000
7506,Andi 740,Epson 6000 Lumens,2025-07-31,2025-08-03,3000000
7507,Gani 371,Screen 3x4,2025-01-03,2025-01-05,800000
7508,Tono 234,Screen 3x4,2023-03-04,2023-03-06,800000
7509,Zaki 382,TV Panasonic/LG 43 Inch,2025-04-04,2025-04-10,1800000
7510,Tono 769,TV Panasonic/LG 65 Inch,2026-04-01,2026-04-02,700000
7511,Rina 377,TV Panasonic/LG 43 Inch,2023-05-01,2023-05-06,1500000
7512,Citra 301,TV Panasonic/LG 55 Inch,2025-05-13,2025-05-18,2750000
7513,Joko 719,Screen 2x3,2024-06-19,2024-06-23,1200000
7514,Dewi 583,Screen 2x3,2026-03-19,2026-03-26,2100000
7515,Zaki 748,Epson 6000 Lumens,2023-05-12,2023-05-18,6000000
7516,Iwan 467,Screen 3x4,2023-08-07,2023-08-10,1200000
7517,Tono 521,TV Panasonic/LG 43 Inch,2023-09-24,2023-09-29,1500000
7518,Wati 734,TV Panasonic/LG 50 Inch,2024-01-19,2024-01-25,2700000
7519,Tono 579,TV Panasonic/LG 50 Inch,2024-06-29,2024-07-06,3150000
7520,Zaki 650,TV Panasonic/LG 43 Inch,2025-01-05,2025-01-10,1500000
7521,Tono 126,Epson 6000 Lumens,2023-10-19,2023-10-25,6000000
7522,Dewi 816,TV Panasonic/LG 43 Inch,2025-11-06,2025-11-08,600000
7523,Dewi 617,Epson 6000 Lumens,2025-03-28,2025-04-03,6000000
7524,Joko 827,TV Panasonic/LG 43 Inch,2024-11-02,2024-11-07,1500000
7525,Dewi 571,TV Panasonic/LG 55 Inch,2023-07-03,2023-07-08,2750000
7526,Hana 559,TV Panasonic/LG 43 Inch,2025-07-19,2025-07-25,1800000
7527,Eko 656,Screen 2x3,2024-11-17,2024-11-21,1200000
7528,Eko 842,TV Panasonic/LG 43 Inch,2025-09-05,2025-09-11,1800000
7529,Wati 621,TV Panasonic/LG 43 Inch,2025-11-24,2025-11-27,900000
7530,Gani 675,TV Panasonic/LG 50 Inch,2026-01-18,2026-01-24,2700000
7531,Fani 557,TV Panasonic/LG 75 Inch,2023-06-14,2023-06-16,2400000
7532,Tono 163,Screen 2x3,2023-09-16,2023-09-20,1200000
7533,Andi 207,TV Panasonic/LG 43 Inch,2024-05-06,2024-05-10,1200000
7534,Citra 165,TV Panasonic/LG 55 Inch,2025-10-16,2025-10-18,1100000
7535,Citra 431,TV Panasonic/LG 43 Inch,2023-07-23,2023-07-29,1800000
7536,Hana 934,TV Panasonic/LG 43 Inch,2024-05-03,2024-05-08,1500000
7537,Eko 832,TV Panasonic/LG 50 Inch,2026-04-16,2026-04-23,3150000
7538,Rina 306,TV Panasonic/LG 43 Inch,2024-07-06,2024-07-12,1800000
7539,Zaki 364,Screen 3x4,2023-06-30,2023-07-04,1600000
7540,Eko 136,Screen 2x3,2025-01-08,2025-01-14,1800000
7541,Citra 162,Screen 2x3,2026-03-19,2026-03-25,1800000
7542,Iwan 947,TV Panasonic/LG 43 Inch,2023-08-18,2023-08-24,1800000
7543,Citra 381,TV Panasonic/LG 55 Inch,2023-05-11,2023-05-15,2200000
7544,Dewi 175,Epson 6000 Lumens,2025-08-16,2025-08-21,5000000
7545,Hana 500,Epson 6000 Lumens,2023-04-22,2023-04-25,3000000
7546,Rina 782,Screen 3x4,2023-10-18,2023-10-22,1600000
7547,Rina 156,Screen 2x3,2024-07-07,2024-07-14,2100000
7548,Budi 529,TV Panasonic/LG 43 Inch,2024-09-24,2024-09-28,1200000
7549,Andi 534,TV Panasonic/LG 75 Inch,2023-04-17,2023-04-20,3600000
7550,Citra 676,TV Panasonic/LG 50 Inch,2023-02-05,2023-02-12,3150000
7551,Fani 918,TV Panasonic/LG 43 Inch,2026-01-12,2026-01-16,1200000
7552,Citra 993,Screen 2x3,2023-12-13,2023-12-15,600000
7553,Joko 909,TV Panasonic/LG 65 Inch,2025-02-06,2025-02-09,2100000
7554,Rina 986,TV Panasonic/LG 50 Inch,2023-08-16,2023-08-22,2700000
7555,Dewi 907,TV Panasonic/LG 43 Inch,2023-04-03,2023-04-10,2100000
7556,Budi 480,TV Panasonic/LG 50 Inch,2025-11-04,2025-11-10,2700000
7557,Gani 832,Screen 3x4,2024-07-27,2024-08-03,2800000
7558,Eko 835,Epson 6000 Lumens,2025-07-17,2025-07-18,1000000
7559,Eko 666,TV Panasonic/LG 50 Inch,2025-02-20,2025-02-26,2700000
7560,Dewi 222,TV Panasonic/LG 55 Inch,2025-08-30,2025-08-31,550000
7561,Tono 543,Screen 3x4,2026-04-26,2026-05-01,2000000
7562,Eko 396,Screen 2x3,2025-03-30,2025-04-06,2100000
7563,Santi 432,TV Panasonic/LG 43 Inch,2025-07-03,2025-07-09,1800000
7564,Andi 792,Epson 6000 Lumens,2026-03-03,2026-03-10,7000000
7565,Fani 861,TV Panasonic/LG 50 Inch,2025-08-04,2025-08-10,2700000
7566,Santi 871,TV Panasonic/LG 43 Inch,2025-01-06,2025-01-07,300000
7567,Dewi 754,Epson 6000 Lumens,2023-12-15,2023-12-17,2000000
7568,Hana 150,TV Panasonic/LG 55 Inch,2023-07-21,2023-07-27,3300000
7569,Fani 733,TV Panasonic/LG 43 Inch,2023-03-31,2023-04-03,900000
7570,Tono 821,Epson 6000 Lumens,2023-08-20,2023-08-24,4000000
7571,Fani 846,TV Panasonic/LG 50 Inch,2024-04-17,2024-04-24,3150000
7572,Budi 317,TV Panasonic/LG 50 Inch,2023-03-19,2023-03-21,900000
7573,Joko 741,TV Panasonic/LG 43 Inch,2024-10-01,2024-10-03,600000
7574,Iwan 986,TV Panasonic/LG 75 Inch,2025-03-22,2025-03-26,4800000
7575,Wati 664,TV Panasonic/LG 65 Inch,2023-11-04,2023-11-10,4200000
7576,Rina 899,TV Panasonic/LG 50 Inch,2024-07-18,2024-07-25,3150000
7577,Wati 525,TV Panasonic/LG 65 Inch,2023-10-17,2023-10-21,2800000
7578,Iwan 541,TV Panasonic/LG 43 Inch,2026-01-24,2026-01-27,900000
7579,Hana 101,TV Panasonic/LG 43 Inch,2024-05-31,2024-06-06,1800000
7580,Eko 122,Epson 6000 Lumens,2025-03-06,2025-03-11,5000000
7581,Citra 507,TV Panasonic/LG 50 Inch,2023-02-09,2023-02-14,2250000
7582,Fani 371,TV Panasonic/LG 55 Inch,2023-10-05,2023-10-10,2750000
7583,Joko 796,Epson 6000 Lumens,2026-01-05,2026-01-11,6000000
7584,Iwan 633,Screen 2x3,2023-03-12,2023-03-14,600000
7585,Dewi 847,TV Panasonic/LG 50 Inch,2025-03-11,2025-03-13,900000
7586,Santi 688,TV Panasonic/LG 55 Inch,2023-11-18,2023-11-19,550000
7587,Eko 954,TV Panasonic/LG 43 Inch,2024-02-23,2024-02-29,1800000
7588,Iwan 157,Epson 6000 Lumens,2024-09-16,2024-09-23,7000000
7589,Rina 285,TV Panasonic/LG 43 Inch,2024-10-16,2024-10-23,2100000
7590,Dewi 514,TV Panasonic/LG 43 Inch,2023-01-12,2023-01-18,1800000
7591,Tono 956,Epson 6000 Lumens,2024-08-25,2024-08-28,3000000
7592,Santi 160,Epson 6000 Lumens,2023-01-21,2023-01-22,1000000
7593,Dewi 200,TV Panasonic/LG 75 Inch,2026-01-22,2026-01-28,7200000
7594,Joko 716,TV Panasonic/LG 50 Inch,2023-04-29,2023-05-06,3150000
7595,Zaki 118,TV Panasonic/LG 43 Inch,2024-02-19,2024-02-23,1200000
7596,Budi 630,Epson 6000 Lumens,2025-04-08,2025-04-10,2000000
7597,Joko 693,Epson 6000 Lumens,2024-03-31,2024-04-05,5000000
7598,Tono 811,Screen 3x4,2024-08-31,2024-09-02,800000
7599,Joko 658,TV Panasonic/LG 50 Inch,2024-03-15,2024-03-16,450000
7600,Andi 337,TV Panasonic/LG 43 Inch,2023-11-01,2023-11-02,300000
7601,Tono 491,Epson 6000 Lumens,2025-06-06,2025-06-11,5000000
7602,Andi 201,TV Panasonic/LG 43 Inch,2024-11-06,2024-11-12,1800000
7603,Fani 149,TV Panasonic/LG 75 Inch,2023-05-18,2023-05-25,8400000
7604,Hana 112,TV Panasonic/LG 43 Inch,2024-06-15,2024-06-22,2100000
7605,Santi 969,TV Panasonic/LG 55 Inch,2025-09-29,2025-09-30,550000
7606,Andi 101,TV Panasonic/LG 50 Inch,2026-03-06,2026-03-12,2700000
7607,Andi 427,TV Panasonic/LG 65 Inch,2025-02-12,2025-02-15,2100000
7608,Joko 332,TV Panasonic/LG 43 Inch,2024-09-16,2024-09-20,1200000
7609,Eko 652,TV Panasonic/LG 75 Inch,2023-11-18,2023-11-19,1200000
7610,Rina 752,Screen 2x3,2025-02-04,2025-02-05,300000
7611,Dewi 229,Screen 3x4,2024-12-27,2025-01-02,2400000
7612,Santi 891,TV Panasonic/LG 50 Inch,2025-02-02,2025-02-05,1350000
7613,Gani 634,TV Panasonic/LG 43 Inch,2023-09-24,2023-10-01,2100000
7614,Eko 727,TV Panasonic/LG 43 Inch,2023-06-03,2023-06-08,1500000
7615,Eko 693,TV Panasonic/LG 65 Inch,2023-09-03,2023-09-09,4200000
7616,Tono 274,Screen 2x3,2025-09-09,2025-09-11,600000
7617,Tono 828,TV Panasonic/LG 50 Inch,2023-05-10,2023-05-12,900000
7618,Rina 733,TV Panasonic/LG 50 Inch,2024-08-28,2024-09-03,2700000
7619,Santi 414,TV Panasonic/LG 43 Inch,2023-03-24,2023-03-27,900000
7620,Hana 325,TV Panasonic/LG 50 Inch,2024-05-27,2024-05-28,450000
7621,Wati 197,TV Panasonic/LG 43 Inch,2025-01-17,2025-01-21,1200000
7622,Zaki 536,Epson 6000 Lumens,2026-02-27,2026-03-05,6000000
7623,Dewi 319,Screen 2x3,2025-01-26,2025-01-30,1200000
7624,Dewi 514,TV Panasonic/LG 65 Inch,2025-03-26,2025-03-29,2100000
7625,Fani 310,Epson 6000 Lumens,2024-01-25,2024-02-01,7000000
7626,Tono 789,TV Panasonic/LG 43 Inch,2023-08-21,2023-08-27,1800000
7627,Citra 202,TV Panasonic/LG 43 Inch,2025-09-30,2025-10-07,2100000
7628,Andi 570,TV Panasonic/LG 43 Inch,2025-12-30,2026-01-01,600000
7629,Eko 188,Screen 2x3,2023-06-02,2023-06-09,2100000
7630,Budi 385,Epson 6000 Lumens,2024-08-11,2024-08-12,1000000
7631,Budi 477,Epson 6000 Lumens,2025-07-15,2025-07-17,2000000
7632,Citra 226,TV Panasonic/LG 65 Inch,2023-08-26,2023-08-28,1400000
7633,Gani 188,TV Panasonic/LG 50 Inch,2024-01-31,2024-02-02,900000
7634,Fani 524,TV Panasonic/LG 43 Inch,2024-06-07,2024-06-12,1500000
7635,Rina 771,TV Panasonic/LG 50 Inch,2026-01-27,2026-01-31,1800000
7636,Budi 319,Screen 3x4,2024-04-15,2024-04-17,800000
7637,Gani 413,Screen 2x3,2026-02-27,2026-02-28,300000
7638,Iwan 822,Screen 3x4,2024-01-20,2024-01-25,2000000
7639,Citra 378,TV Panasonic/LG 65 Inch,2025-09-26,2025-09-30,2800000
7640,Wati 692,TV Panasonic/LG 55 Inch,2024-08-22,2024-08-28,3300000
7641,Iwan 714,TV Panasonic/LG 50 Inch,2025-12-15,2025-12-18,1350000
7642,Fani 356,TV Panasonic/LG 43 Inch,2024-11-09,2024-11-11,600000
7643,Eko 792,TV Panasonic/LG 50 Inch,2023-02-05,2023-02-09,1800000
7644,Dewi 451,Screen 2x3,2023-06-13,2023-06-15,600000
7645,Gani 378,TV Panasonic/LG 50 Inch,2024-03-26,2024-03-29,1350000
7646,Rina 157,TV Panasonic/LG 55 Inch,2024-11-23,2024-11-24,550000
7647,Tono 652,TV Panasonic/LG 50 Inch,2024-04-13,2024-04-17,1800000
7648,Dewi 131,Epson 6000 Lumens,2026-03-22,2026-03-28,6000000
7649,Gani 434,TV Panasonic/LG 43 Inch,2023-01-06,2023-01-07,300000
7650,Eko 816,TV Panasonic/LG 50 Inch,2024-06-01,2024-06-05,1800000
7651,Iwan 354,TV Panasonic/LG 43 Inch,2023-05-02,2023-05-07,1500000
7652,Zaki 375,TV Panasonic/LG 55 Inch,2025-07-20,2025-07-23,1650000
7653,Andi 238,TV Panasonic/LG 50 Inch,2025-10-16,2025-10-18,900000
7654,Fani 431,TV Panasonic/LG 43 Inch,2024-06-07,2024-06-11,1200000
7655,Zaki 853,TV Panasonic/LG 55 Inch,2024-12-14,2024-12-16,1100000
7656,Gani 680,TV Panasonic/LG 55 Inch,2026-02-19,2026-02-23,2200000
7657,Santi 359,TV Panasonic/LG 50 Inch,2024-07-27,2024-08-01,2250000
7658,Santi 780,TV Panasonic/LG 43 Inch,2024-01-30,2024-02-06,2100000
7659,Tono 421,TV Panasonic/LG 65 Inch,2024-12-20,2024-12-23,2100000
7660,Hana 828,TV Panasonic/LG 55 Inch,2025-08-05,2025-08-11,3300000
7661,Hana 877,TV Panasonic/LG 43 Inch,2023-06-11,2023-06-12,300000
7662,Tono 305,Screen 2x3,2025-12-06,2025-12-08,600000
7663,Dewi 614,TV Panasonic/LG 55 Inch,2023-05-09,2023-05-15,3300000
7664,Andi 622,TV Panasonic/LG 55 Inch,2024-02-17,2024-02-22,2750000
7665,Eko 816,TV Panasonic/LG 43 Inch,2023-06-14,2023-06-15,300000
7666,Hana 849,TV Panasonic/LG 50 Inch,2026-01-06,2026-01-09,1350000
7667,Citra 288,Screen 2x3,2024-04-21,2024-04-28,2100000
7668,Rina 101,Epson 6000 Lumens,2024-03-22,2024-03-25,3000000
7669,Andi 241,TV Panasonic/LG 75 Inch,2023-04-17,2023-04-19,2400000
7670,Zaki 348,TV Panasonic/LG 55 Inch,2026-04-07,2026-04-10,1650000
7671,Budi 876,TV Panasonic/LG 50 Inch,2024-02-14,2024-02-17,1350000
7672,Eko 818,TV Panasonic/LG 43 Inch,2025-10-16,2025-10-19,900000
7673,Gani 922,Epson 6000 Lumens,2024-04-11,2024-04-17,6000000
7674,Hana 211,TV Panasonic/LG 55 Inch,2025-09-25,2025-09-29,2200000
7675,Gani 127,Screen 2x3,2025-09-23,2025-09-24,300000
7676,Rina 722,TV Panasonic/LG 65 Inch,2024-03-05,2024-03-06,700000
7677,Budi 425,TV Panasonic/LG 55 Inch,2026-03-30,2026-04-04,2750000
7678,Zaki 138,Epson 6000 Lumens,2024-09-26,2024-09-30,4000000
7679,Rina 672,Epson 6000 Lumens,2025-07-29,2025-07-30,1000000
7680,Eko 837,TV Panasonic/LG 55 Inch,2025-02-02,2025-02-03,550000
7681,Joko 420,TV Panasonic/LG 75 Inch,2024-03-09,2024-03-14,6000000
7682,Iwan 799,TV Panasonic/LG 65 Inch,2024-09-16,2024-09-19,2100000
7683,Fani 986,TV Panasonic/LG 43 Inch,2025-07-16,2025-07-17,300000
7684,Tono 922,TV Panasonic/LG 50 Inch,2023-01-31,2023-02-07,3150000
7685,Hana 866,TV Panasonic/LG 43 Inch,2023-02-28,2023-03-07,2100000
7686,Budi 556,Epson 6000 Lumens,2025-03-27,2025-03-29,2000000
7687,Santi 290,TV Panasonic/LG 50 Inch,2026-01-31,2026-02-03,1350000
7688,Santi 624,TV Panasonic/LG 50 Inch,2023-10-02,2023-10-05,1350000
7689,Hana 601,Screen 2x3,2024-07-12,2024-07-19,2100000
7690,Gani 953,Epson 6000 Lumens,2025-08-01,2025-08-04,3000000
7691,Hana 722,TV Panasonic/LG 75 Inch,2023-01-06,2023-01-13,8400000
7692,Fani 421,Screen 3x4,2025-10-02,2025-10-09,2800000
7693,Andi 169,TV Panasonic/LG 50 Inch,2025-12-07,2025-12-13,2700000
7694,Gani 340,Screen 3x4,2026-04-04,2026-04-09,2000000
7695,Zaki 348,TV Panasonic/LG 43 Inch,2025-03-16,2025-03-20,1200000
7696,Iwan 373,Epson 6000 Lumens,2023-04-17,2023-04-22,5000000
7697,Andi 804,TV Panasonic/LG 50 Inch,2026-01-28,2026-02-04,3150000
7698,Wati 658,Screen 3x4,2026-04-13,2026-04-15,800000
7699,Andi 311,Screen 3x4,2025-09-16,2025-09-18,800000
7700,Santi 115,TV Panasonic/LG 50 Inch,2023-09-18,2023-09-21,1350000
7701,Tono 892,TV Panasonic/LG 50 Inch,2024-05-01,2024-05-05,1800000
7702,Iwan 571,TV Panasonic/LG 55 Inch,2025-03-19,2025-03-22,1650000
7703,Dewi 405,TV Panasonic/LG 43 Inch,2024-12-19,2024-12-24,1500000
7704,Hana 286,TV Panasonic/LG 65 Inch,2025-06-27,2025-06-30,2100000
7705,Eko 207,Screen 2x3,2025-06-27,2025-07-03,1800000
7706,Wati 600,Screen 2x3,2024-01-25,2024-01-31,1800000
7707,Budi 331,Epson 6000 Lumens,2025-03-01,2025-03-07,6000000
7708,Wati 783,TV Panasonic/LG 50 Inch,2023-11-17,2023-11-22,2250000
7709,Budi 106,TV Panasonic/LG 43 Inch,2025-08-05,2025-08-08,900000
7710,Santi 692,TV Panasonic/LG 43 Inch,2023-02-10,2023-02-11,300000
7711,Wati 586,TV Panasonic/LG 55 Inch,2025-10-09,2025-10-10,550000
7712,Santi 233,Epson 6000 Lumens,2025-01-14,2025-01-18,4000000
7713,Fani 594,TV Panasonic/LG 50 Inch,2026-02-19,2026-02-26,3150000
7714,Zaki 598,Epson 6000 Lumens,2023-01-17,2023-01-18,1000000
7715,Gani 202,Epson 6000 Lumens,2024-09-06,2024-09-13,7000000
7716,Zaki 480,TV Panasonic/LG 43 Inch,2023-05-13,2023-05-19,1800000
7717,Dewi 838,TV Panasonic/LG 55 Inch,2026-01-07,2026-01-09,1100000
7718,Iwan 117,TV Panasonic/LG 55 Inch,2025-05-28,2025-06-01,2200000
7719,Eko 324,TV Panasonic/LG 50 Inch,2026-04-24,2026-04-30,2700000
7720,Andi 537,TV Panasonic/LG 55 Inch,2024-05-18,2024-05-25,3850000
7721,Santi 799,TV Panasonic/LG 55 Inch,2024-10-08,2024-10-15,3850000
7722,Joko 958,TV Panasonic/LG 50 Inch,2023-06-04,2023-06-08,1800000
7723,Budi 139,Screen 2x3,2023-07-15,2023-07-17,600000
7724,Gani 539,Epson 6000 Lumens,2025-03-19,2025-03-20,1000000
7725,Andi 820,Screen 3x4,2024-05-28,2024-06-03,2400000
7726,Fani 557,TV Panasonic/LG 43 Inch,2025-06-12,2025-06-13,300000
7727,Andi 254,TV Panasonic/LG 43 Inch,2026-04-26,2026-04-27,300000
7728,Zaki 117,TV Panasonic/LG 50 Inch,2024-11-09,2024-11-13,1800000
7729,Santi 506,TV Panasonic/LG 65 Inch,2024-03-11,2024-03-13,1400000
7730,Fani 213,TV Panasonic/LG 55 Inch,2023-06-06,2023-06-13,3850000
7731,Tono 395,TV Panasonic/LG 43 Inch,2024-10-21,2024-10-25,1200000
7732,Tono 960,TV Panasonic/LG 50 Inch,2024-12-28,2024-12-30,900000
7733,Rina 231,TV Panasonic/LG 50 Inch,2023-07-18,2023-07-21,1350000
7734,Rina 382,TV Panasonic/LG 50 Inch,2025-06-01,2025-06-04,1350000
7735,Santi 941,Screen 2x3,2024-09-08,2024-09-11,900000
7736,Budi 366,Epson 6000 Lumens,2025-08-03,2025-08-10,7000000
7737,Fani 476,Screen 3x4,2024-01-17,2024-01-23,2400000
7738,Santi 226,TV Panasonic/LG 50 Inch,2025-06-09,2025-06-15,2700000
7739,Joko 410,Epson 6000 Lumens,2024-10-26,2024-10-27,1000000
7740,Andi 822,Screen 2x3,2023-12-30,2024-01-04,1500000
7741,Andi 939,Epson 6000 Lumens,2024-10-10,2024-10-14,4000000
7742,Tono 313,TV Panasonic/LG 50 Inch,2024-07-09,2024-07-11,900000
7743,Santi 703,Screen 2x3,2023-03-13,2023-03-20,2100000
7744,Citra 203,TV Panasonic/LG 65 Inch,2025-11-18,2025-11-25,4900000
7745,Zaki 456,Epson 6000 Lumens,2024-09-15,2024-09-17,2000000
7746,Joko 952,TV Panasonic/LG 43 Inch,2024-02-12,2024-02-18,1800000
7747,Santi 933,Epson 6000 Lumens,2026-01-17,2026-01-23,6000000
7748,Hana 639,TV Panasonic/LG 43 Inch,2024-05-21,2024-05-24,900000
7749,Tono 553,TV Panasonic/LG 55 Inch,2024-07-30,2024-08-04,2750000
7750,Joko 555,TV Panasonic/LG 43 Inch,2025-06-26,2025-06-27,300000
7751,Budi 607,TV Panasonic/LG 43 Inch,2024-01-14,2024-01-16,600000
7752,Budi 700,Epson 6000 Lumens,2023-10-04,2023-10-06,2000000
7753,Zaki 615,TV Panasonic/LG 50 Inch,2025-11-05,2025-11-12,3150000
7754,Santi 409,Screen 3x4,2025-01-24,2025-01-28,1600000
7755,Tono 136,TV Panasonic/LG 50 Inch,2024-05-17,2024-05-23,2700000
7756,Joko 623,Screen 3x4,2026-02-16,2026-02-17,400000
7757,Rina 617,TV Panasonic/LG 43 Inch,2025-12-27,2026-01-02,1800000
7758,Santi 901,Screen 3x4,2025-11-29,2025-12-03,1600000
7759,Santi 111,TV Panasonic/LG 43 Inch,2025-11-25,2025-12-01,1800000
7760,Gani 591,TV Panasonic/LG 65 Inch,2023-10-08,2023-10-15,4900000
7761,Santi 675,TV Panasonic/LG 50 Inch,2023-11-07,2023-11-13,2700000
7762,Zaki 569,Epson 6000 Lumens,2026-02-08,2026-02-11,3000000
7763,Wati 997,Screen 2x3,2025-05-22,2025-05-29,2100000
7764,Rina 416,TV Panasonic/LG 43 Inch,2024-10-09,2024-10-10,300000
7765,Wati 406,TV Panasonic/LG 43 Inch,2023-11-10,2023-11-16,1800000
7766,Eko 235,TV Panasonic/LG 43 Inch,2023-12-02,2023-12-08,1800000
7767,Zaki 985,Screen 3x4,2024-11-19,2024-11-25,2400000
7768,Fani 250,Screen 2x3,2024-03-27,2024-03-31,1200000
7769,Tono 782,TV Panasonic/LG 43 Inch,2023-05-21,2023-05-26,1500000
7770,Fani 958,Screen 3x4,2025-07-08,2025-07-11,1200000
7771,Gani 747,Screen 3x4,2023-07-13,2023-07-19,2400000
7772,Tono 387,TV Panasonic/LG 65 Inch,2023-09-19,2023-09-21,1400000
7773,Hana 231,Screen 3x4,2023-01-19,2023-01-23,1600000
7774,Joko 700,Epson 6000 Lumens,2023-11-19,2023-11-21,2000000
7775,Rina 758,TV Panasonic/LG 50 Inch,2023-10-23,2023-10-28,2250000
7776,Santi 607,TV Panasonic/LG 43 Inch,2026-04-09,2026-04-12,900000
7777,Wati 557,TV Panasonic/LG 55 Inch,2025-07-09,2025-07-13,2200000
7778,Rina 174,TV Panasonic/LG 50 Inch,2025-06-13,2025-06-19,2700000
7779,Santi 395,TV Panasonic/LG 55 Inch,2025-02-15,2025-02-18,1650000
7780,Tono 800,TV Panasonic/LG 55 Inch,2025-04-24,2025-04-26,1100000
7781,Joko 278,Screen 2x3,2025-04-28,2025-05-03,1500000
7782,Fani 953,Screen 2x3,2024-07-13,2024-07-16,900000
7783,Wati 698,TV Panasonic/LG 43 Inch,2025-06-11,2025-06-18,2100000
7784,Fani 822,Screen 2x3,2023-03-02,2023-03-09,2100000
7785,Joko 460,TV Panasonic/LG 43 Inch,2025-12-30,2026-01-05,1800000
7786,Gani 920,TV Panasonic/LG 50 Inch,2023-08-21,2023-08-24,1350000
7787,Rina 324,Screen 3x4,2024-02-09,2024-02-10,400000
7788,Zaki 415,TV Panasonic/LG 43 Inch,2026-02-27,2026-03-05,1800000
7789,Andi 422,TV Panasonic/LG 50 Inch,2025-09-28,2025-10-04,2700000
7790,Rina 127,TV Panasonic/LG 43 Inch,2025-06-15,2025-06-22,2100000
7791,Rina 550,Epson 6000 Lumens,2026-03-04,2026-03-11,7000000
7792,Hana 822,TV Panasonic/LG 55 Inch,2026-02-01,2026-02-05,2200000
7793,Eko 289,TV Panasonic/LG 50 Inch,2023-08-04,2023-08-06,900000
7794,Dewi 486,Epson 6000 Lumens,2025-01-05,2025-01-09,4000000
7795,Joko 287,Screen 2x3,2025-06-28,2025-07-05,2100000
7796,Wati 899,TV Panasonic/LG 55 Inch,2023-12-04,2023-12-09,2750000
7797,Wati 274,TV Panasonic/LG 65 Inch,2023-10-17,2023-10-24,4900000
7798,Budi 763,TV Panasonic/LG 55 Inch,2024-03-23,2024-03-26,1650000
7799,Andi 496,Screen 2x3,2026-04-16,2026-04-18,600000
7800,Tono 519,Epson 6000 Lumens,2023-02-28,2023-03-06,6000000
7801,Eko 782,Epson 6000 Lumens,2024-05-04,2024-05-10,6000000
7802,Iwan 902,Screen 2x3,2023-04-23,2023-04-29,1800000
7803,Gani 337,TV Panasonic/LG 50 Inch,2025-12-28,2025-12-29,450000
7804,Gani 943,TV Panasonic/LG 55 Inch,2023-01-25,2023-01-30,2750000
7805,Gani 161,Screen 2x3,2023-04-24,2023-04-29,1500000
7806,Iwan 570,Epson 6000 Lumens,2025-02-26,2025-03-05,7000000
7807,Hana 384,Screen 2x3,2024-03-24,2024-03-25,300000
7808,Fani 439,TV Panasonic/LG 65 Inch,2023-07-30,2023-07-31,700000
7809,Dewi 414,TV Panasonic/LG 43 Inch,2024-11-12,2024-11-14,600000
7810,Citra 764,TV Panasonic/LG 43 Inch,2023-09-04,2023-09-11,2100000
7811,Budi 820,TV Panasonic/LG 50 Inch,2024-03-21,2024-03-22,450000
7812,Budi 626,TV Panasonic/LG 50 Inch,2023-05-16,2023-05-22,2700000
7813,Citra 229,Screen 2x3,2024-12-31,2025-01-02,600000
7814,Santi 318,TV Panasonic/LG 65 Inch,2023-07-09,2023-07-13,2800000
7815,Citra 702,TV Panasonic/LG 43 Inch,2025-02-23,2025-02-27,1200000
7816,Hana 538,TV Panasonic/LG 43 Inch,2025-07-24,2025-07-30,1800000
7817,Zaki 543,TV Panasonic/LG 50 Inch,2023-11-26,2023-12-01,2250000
7818,Eko 881,TV Panasonic/LG 43 Inch,2025-07-28,2025-08-01,1200000
