id_transaksi,nama_penyewa,barang_disewa,tanggal_sewa,tanggal_kembali,durasi_sewa,total_biaya,id_barang,jenis_barang,harga_sewa,stok,jumlah_disewa,tersedia
TRX-2025-09513,Eka Santoso,TV Panasonic 50 inch,2023-12-17,2023-12-21,4,1659035,B006,TV,449000,10,1,1
TRX-2025-09514,Doni Sari,TV LG 43 inch,2024-08-21,2024-08-26,5,1471792,B005,TV,309000,12,1,9
TRX-2025-09515,Yanto Putri,TV LG 50 inch,2023-09-24,2023-09-26,2,825346,B007,TV,448000,10,1,4
TRX-2025-09516,Dewi Pratama,Screen 2x3,2023-07-16,2023-07-17,1,296389,B002,Screen,305000,10,1,3
TRX-2025-09517,Rian Wijaya,TV LG 43 inch,2023-10-15,2023-10-17,2,543042,B005,TV,300000,12,1,8
TRX-2025-09518,Siska Ramadhan,TV LG 50 inch,2023-04-30,2023-05-02,2,868776,B007,TV,441000,10,1,5
TRX-2025-09519,Doni Hidayat,Screen 2x3,2023-09-22,2023-09-23,1,281191,B002,Screen,290000,10,1,0
TRX-2025-09520,Dewi Wijaya,TV LG 43 inch,2024-02-22,2024-02-23,1,290872,B005,TV,294000,12,1,4
TRX-2025-09521,Siti Santoso,TV LG 50 inch,2025-09-15,2025-09-17,2,844552,B007,TV,458000,10,1,1
TRX-2025-09522,Rian Putri,TV Panasonic 75 inch,2025-08-08,2025-08-10,2,2407584,B012,TV,1221000,4,1,0
TRX-2025-09523,Hadi Sari,TV Panasonic 55 inch,2025-08-21,2025-08-22,1,494979,B008,TV,527000,8,1,6
TRX-2025-09524,Hadi Lestari,TV LG 55 inch,2025-05-14,2025-05-16,2,1005167,B009,TV,551000,8,1,6
TRX-2025-09525,Siti Hidayat,TV LG 43 inch,2025-09-11,2025-09-18,7,1982528,B005,TV,300000,12,1,8
TRX-2025-09526,Rina Kusuma,TV LG 50 inch,2023-09-21,2023-09-25,4,1702799,B007,TV,458000,10,1,0
TRX-2025-09527,Yanto Wijaya,TV Panasonic 43 inch,2023-09-22,2023-09-28,6,1617830,B004,TV,287000,12,1,0
TRX-2025-09528,Lia Sari,TV LG 43 inch,2023-07-04,2023-07-08,4,1193551,B005,TV,307000,12,1,2
TRX-2025-09529,Lia Hidayat,TV Panasonic 55 inch,2023-12-02,2023-12-05,3,1515459,B008,TV,545000,8,1,8
TRX-2025-09530,Siti Putri,TV Panasonic 50 inch,2023-09-22,2023-09-27,5,2281113,B006,TV,468000,10,1,7
TRX-2025-09531,Hadi Sari,TV LG 65 inch,2023-02-03,2023-02-06,3,2111274,B011,TV,713000,6,1,5
TRX-2025-09532,Doni Pratama,TV Panasonic 43 inch,2024-12-27,2024-12-29,2,517068,B004,TV,287000,12,1,4
TRX-2025-09533,Agus Santoso,Proyektor Epson 6000 Lumens,2024-08-11,2024-08-12,1,928288,B001,Proyektor,974000,15,1,12
TRX-2025-09534,Eka Sari,TV LG 43 inch,2025-01-22,2025-01-27,5,1471284,B005,TV,297000,12,1,10
TRX-2025-09535,Dewi Hidayat,Screen 2x3,2025-01-17,2025-01-23,6,1769881,B002,Screen,308000,10,1,3
TRX-2025-09536,Eka Wijaya,TV LG 50 inch,2025-10-28,2025-10-30,2,847464,B007,TV,451000,10,1,8
TRX-2025-09537,Hadi Kusuma,Proyektor Epson 6000 Lumens,2025-07-24,2025-07-25,1,935785,B001,Proyektor,959000,15,1,8
TRX-2025-09538,Siska Pratama,TV LG 43 inch,2024-03-21,2024-03-25,4,1145297,B005,TV,300000,12,1,6
TRX-2025-09539,Eka Saputra,TV Panasonic 65 inch,2024-08-26,2024-08-31,5,3217400,B010,TV,700000,6,1,2
TRX-2025-09540,Yanto Wijaya,Screen 3x4,2023-09-16,2023-09-21,5,1898453,B003,Screen,392000,8,1,7
TRX-2025-09541,Eka Santoso,Screen 2x3,2023-12-07,2023-12-12,5,1404914,B002,Screen,286000,10,1,2
TRX-2025-09542,Andi Ramadhan,Screen 3x4,2023-12-07,2023-12-12,5,1914317,B003,Screen,399000,8,1,5
TRX-2025-09543,Doni Pratama,Screen 2x3,2023-10-13,2023-10-14,1,285852,B002,Screen,300000,10,1,4
TRX-2025-09544,Agus Kusuma,Proyektor Epson 6000 Lumens,2025-05-19,2025-05-21,2,1844529,B001,Proyektor,951000,15,1,9
TRX-2025-09545,Dewi Putri,Proyektor Epson 6000 Lumens,2023-08-14,2023-08-16,2,1750004,B001,Proyektor,969000,15,1,1
TRX-2025-09546,Agus Lestari,TV Panasonic 55 inch,2024-11-16,2024-11-21,5,2560795,B008,TV,535000,8,1,1
TRX-2025-09547,Rian Pratama,TV Panasonic 50 inch,2025-06-09,2025-06-12,3,1237306,B006,TV,437000,10,1,3
TRX-2025-09548,Maya Wijaya,Screen 2x3,2023-03-11,2023-03-17,6,1721837,B002,Screen,289000,10,1,9
TRX-2025-09549,Budi Putri,TV Panasonic 50 inch,2023-02-28,2023-03-07,7,2855354,B006,TV,445000,10,1,1
TRX-2025-09550,Yanto Ramadhan,TV Panasonic 75 inch,2023-12-29,2024-01-01,3,3306966,B012,TV,1153000,4,1,1
TRX-2025-09551,Eka Pratama,TV LG 43 inch,2025-06-08,2025-06-09,1,286558,B005,TV,299000,12,1,5
TRX-2025-09552,Yanto Pratama,TV LG 50 inch,2024-07-25,2024-07-27,2,782375,B007,TV,434000,10,1,0
TRX-2025-09553,Joko Sari,TV Panasonic 43 inch,2024-07-02,2024-07-08,6,1686822,B004,TV,295000,12,1,2
TRX-2025-09554,Budi Saputra,TV LG 65 inch,2024-06-25,2024-06-29,4,2562273,B011,TV,675000,6,1,4
TRX-2025-09555,Siti Pratama,Proyektor Epson 6000 Lumens,2023-05-18,2023-05-22,4,3539411,B001,Proyektor,976000,15,1,2
TRX-2025-09556,Rian Putri,TV LG 55 inch,2023-05-30,2023-06-02,3,1675323,B009,TV,561000,8,1,7
TRX-2025-09557,Maya Kusuma,TV Panasonic 50 inch,2023-01-31,2023-02-05,5,2079379,B006,TV,444000,10,1,2
TRX-2025-09558,Dewi Wijaya,TV LG 55 inch,2023-01-20,2023-01-27,7,3459644,B009,TV,526000,8,1,2
TRX-2025-09559,Agus Saputra,TV LG 50 inch,2024-08-09,2024-08-13,4,1802256,B007,TV,466000,10,1,6
TRX-2025-09560,Maya Ramadhan,TV LG 50 inch,2025-02-06,2025-02-11,5,1939856,B007,TV,428000,10,1,6
TRX-2025-09561,Budi Sari,TV Panasonic 65 inch,2025-07-11,2025-07-15,4,2660118,B010,TV,668000,6,1,1
TRX-2025-09562,Budi Pratama,TV Panasonic 50 inch,2023-05-28,2023-05-29,1,419287,B006,TV,456000,10,1,7
TRX-2025-09563,Andi Sari,Screen 3x4,2023-04-22,2023-04-26,4,1590579,B003,Screen,401000,8,1,4
TRX-2025-09564,Rian Pratama,TV LG 43 inch,2024-10-04,2024-10-10,6,1764471,B005,TV,303000,12,1,5
TRX-2025-09565,Rina Putri,TV LG 55 inch,2024-05-31,2024-06-01,1,496687,B009,TV,536000,8,1,0
TRX-2025-09566,Yanto Sari,TV Panasonic 50 inch,2025-03-29,2025-04-03,5,2107567,B006,TV,450000,10,1,9
TRX-2025-09567,Doni Pratama,Screen 3x4,2023-05-21,2023-05-27,6,2247044,B003,Screen,396000,8,1,2
TRX-2025-09568,Siska Wijaya,Proyektor Epson 6000 Lumens,2025-05-11,2025-05-12,1,1002069,B001,Proyektor,1024000,15,1,12
TRX-2025-09569,Andi Pratama,TV Panasonic 50 inch,2023-04-25,2023-04-30,5,2202144,B006,TV,461000,10,1,5
TRX-2025-09570,Joko Putri,TV LG 55 inch,2023-06-17,2023-06-24,7,3821576,B009,TV,553000,8,1,4
TRX-2025-09571,Yanto Santoso,TV LG 50 inch,2025-01-07,2025-01-08,1,427500,B007,TV,465000,10,1,4
TRX-2025-09572,Rina Sari,TV LG 43 inch,2025-09-20,2025-09-24,4,1101854,B005,TV,297000,12,1,5
TRX-2025-09573,Rina Lestari,TV Panasonic 43 inch,2023-12-17,2023-12-24,7,2112411,B004,TV,310000,12,1,5
TRX-2025-09574,Budi Wijaya,TV LG 43 inch,2025-05-29,2025-05-31,2,535056,B005,TV,289000,12,1,8
TRX-2025-09575,Doni Putri,TV Panasonic 75 inch,2024-06-13,2024-06-16,3,3379078,B012,TV,1201000,4,1,1
TRX-2025-09576,Doni Pratama,TV Panasonic 75 inch,2024-02-15,2024-02-17,2,2285458,B012,TV,1158000,4,1,4
TRX-2025-09577,Yanto Kusuma,Screen 3x4,2024-08-19,2024-08-25,6,2336353,B003,Screen,391000,8,1,6
TRX-2025-09578,Eka Wijaya,TV Panasonic 55 inch,2023-09-06,2023-09-07,1,537394,B008,TV,557000,8,1,6
TRX-2025-09579,Eka Kusuma,TV Panasonic 65 inch,2023-07-14,2023-07-17,3,1928819,B010,TV,695000,6,1,0
TRX-2025-09580,Siti Lestari,Screen 2x3,2025-11-07,2025-11-14,7,1983415,B002,Screen,303000,10,1,5
TRX-2025-09581,Eka Pratama,TV LG 43 inch,2025-12-11,2025-12-16,5,1436775,B005,TV,303000,12,1,11
TRX-2025-09582,Hadi Saputra,TV LG 43 inch,2025-10-13,2025-10-17,4,1066851,B005,TV,295000,12,1,11
TRX-2025-09583,Dewi Kusuma,TV Panasonic 43 inch,2023-06-23,2023-06-26,3,877835,B004,TV,302000,12,1,1
TRX-2025-09584,Budi Pratama,TV Panasonic 50 inch,2023-11-30,2023-12-01,1,394416,B006,TV,428000,10,1,8
TRX-2025-09585,Siti Saputra,Proyektor Epson 6000 Lumens,2023-09-16,2023-09-19,3,2733285,B001,Proyektor,995000,15,1,13
TRX-2025-09586,Agus Wijaya,TV LG 55 inch,2023-07-02,2023-07-06,4,2004703,B009,TV,550000,8,1,2
TRX-2025-09587,Siska Santoso,Proyektor Epson 6000 Lumens,2023-11-22,2023-11-28,6,5444369,B001,Proyektor,1007000,15,1,4
TRX-2025-09588,Dewi Ramadhan,TV Panasonic 55 inch,2023-07-05,2023-07-06,1,499012,B008,TV,538000,8,1,3
TRX-2025-09589,Budi Kusuma,TV Panasonic 75 inch,2024-12-15,2024-12-16,1,1149636,B012,TV,1232000,4,1,2
TRX-2025-09590,Agus Saputra,TV LG 55 inch,2024-02-24,2024-02-29,5,2520578,B009,TV,541000,8,1,8
TRX-2025-09591,Lia Kusuma,TV LG 55 inch,2023-03-17,2023-03-24,7,3649090,B009,TV,565000,8,1,3
TRX-2025-09592,Agus Hidayat,Proyektor Epson 6000 Lumens,2023-08-31,2023-09-01,1,959421,B001,Proyektor,1030000,15,1,0
TRX-2025-09593,Lia Kusuma,TV LG 50 inch,2024-10-31,2024-11-05,5,2062849,B007,TV,452000,10,1,4
TRX-2025-09594,Budi Hidayat,TV Panasonic 55 inch,2025-12-04,2025-12-11,7,3882704,B008,TV,570000,8,1,6
TRX-2025-09595,Yanto Lestari,TV LG 43 inch,2023-07-02,2023-07-06,4,1124023,B005,TV,296000,12,1,10
TRX-2025-09596,Doni Putri,TV Panasonic 55 inch,2023-11-08,2023-11-12,4,2187706,B008,TV,559000,8,1,3
TRX-2025-09597,Budi Saputra,TV LG 43 inch,2023-09-28,2023-10-03,5,1432100,B005,TV,298000,12,1,8
TRX-2025-09598,Yanto Wijaya,TV Panasonic 55 inch,2023-05-31,2023-06-03,3,1629262,B008,TV,570000,8,1,7
TRX-2025-09599,Dewi Putri,TV Panasonic 43 inch,2023-02-14,2023-02-21,7,2084297,B004,TV,305000,12,1,1
TRX-2025-09600,Rina Wijaya,TV Panasonic 50 inch,2023-01-14,2023-01-16,2,832761,B006,TV,452000,10,1,6
TRX-2025-09601,Joko Wijaya,TV Panasonic 65 inch,2024-11-06,2024-11-11,5,3571551,B010,TV,718000,6,1,6
TRX-2025-09602,Dewi Saputra,TV LG 43 inch,2023-07-12,2023-07-17,5,1456434,B005,TV,303000,12,1,3
TRX-2025-09603,Andi Saputra,Screen 3x4,2024-01-19,2024-01-22,3,1119162,B003,Screen,390000,8,1,2
TRX-2025-09604,Rian Hidayat,TV Panasonic 65 inch,2024-09-19,2024-09-22,3,2114544,B010,TV,734000,6,1,4
TRX-2025-09605,Agus Kusuma,TV Panasonic 43 inch,2023-01-24,2023-01-26,2,591240,B004,TV,305000,12,1,7
TRX-2025-09606,Doni Lestari,TV LG 50 inch,2024-01-10,2024-01-12,2,863430,B007,TV,447000,10,1,9
TRX-2025-09607,Doni Saputra,Proyektor Epson 6000 Lumens,2024-06-12,2024-06-18,6,5238544,B001,Proyektor,960000,15,1,4
TRX-2025-09608,Rina Ramadhan,TV Panasonic 50 inch,2023-09-10,2023-09-12,2,891706,B006,TV,472000,10,1,5
TRX-2025-09609,Budi Santoso,TV LG 55 inch,2025-09-22,2025-09-28,6,3165943,B009,TV,534000,8,1,7
TRX-2025-09610,Rian Saputra,TV LG 55 inch,2025-11-07,2025-11-10,3,1570434,B009,TV,530000,8,1,4
TRX-2025-09611,Siti Lestari,Proyektor Epson 6000 Lumens,2024-04-14,2024-04-21,7,6405276,B001,Proyektor,994000,15,1,5
TRX-2025-09612,Lia Lestari,TV Panasonic 43 inch,2024-08-27,2024-08-29,2,558959,B004,TV,297000,12,1,10
TRX-2025-09613,Yanto Santoso,TV Panasonic 65 inch,2024-08-04,2024-08-09,5,3319338,B010,TV,678000,6,1,1
TRX-2025-09614,Eka Sari,Screen 2x3,2023-05-21,2023-05-26,5,1443136,B002,Screen,313000,10,1,3
TRX-2025-09615,Siska Ramadhan,TV Panasonic 43 inch,2025-07-22,2025-07-25,3,838228,B004,TV,286000,12,1,2
TRX-2025-09616,Andi Putri,TV LG 65 inch,2025-09-25,2025-09-30,5,3402276,B011,TV,706000,6,1,1
TRX-2025-09617,Budi Hidayat,Screen 2x3,2024-12-29,2025-01-04,6,1840269,B002,Screen,311000,10,1,6
TRX-2025-09618,Siti Ramadhan,TV LG 43 inch,2024-04-05,2024-04-08,3,818349,B005,TV,293000,12,1,5
TRX-2025-09619,Rina Ramadhan,TV Panasonic 65 inch,2025-07-23,2025-07-29,6,3881647,B010,TV,715000,6,1,6
TRX-2025-09620,Maya Putri,TV Panasonic 65 inch,2024-06-13,2024-06-14,1,703598,B010,TV,718000,6,1,1
TRX-2025-09621,Maya Lestari,TV Panasonic 50 inch,2023-04-20,2023-04-26,6,2683014,B006,TV,466000,10,1,9
TRX-2025-09622,Doni Lestari,TV Panasonic 55 inch,2025-08-19,2025-08-20,1,529118,B008,TV,542000,8,1,1
TRX-2025-09623,Andi Hidayat,Proyektor Epson 6000 Lumens,2024-01-30,2024-02-06,7,6650971,B001,Proyektor,980000,15,1,9
TRX-2025-09624,Agus Sari,TV LG 43 inch,2025-02-21,2025-02-23,2,589635,B005,TV,299000,12,1,10
TRX-2025-09625,Siti Hidayat,TV LG 55 inch,2023-06-26,2023-06-29,3,1585345,B009,TV,533000,8,1,1
TRX-2025-09626,Budi Ramadhan,Proyektor Epson 6000 Lumens,2025-12-28,2026-01-04,7,6325699,B001,Proyektor,973000,15,1,8
TRX-2025-09627,Yanto Wijaya,TV LG 43 inch,2024-04-26,2024-04-29,3,824940,B005,TV,286000,12,1,3
TRX-2025-09628,Siska Pratama,TV Panasonic 75 inch,2025-05-13,2025-05-17,4,4536953,B012,TV,1151000,4,1,2
TRX-2025-09629,Andi Ramadhan,Proyektor Epson 6000 Lumens,2023-07-16,2023-07-18,2,1796270,B001,Proyektor,977000,15,1,9
TRX-2025-09630,Yanto Saputra,Proyektor Epson 6000 Lumens,2024-09-13,2024-09-17,4,3780250,B001,Proyektor,963000,15,1,10
TRX-2025-09631,Eka Sari,Screen 3x4,2023-08-26,2023-08-31,5,1831427,B003,Screen,391000,8,1,4
TRX-2025-09632,Agus Putri,TV LG 65 inch,2025-01-31,2025-02-01,1,636184,B011,TV,687000,6,1,3
TRX-2025-09633,Rian Santoso,TV Panasonic 43 inch,2023-11-30,2023-12-04,4,1149914,B004,TV,292000,12,1,2
TRX-2025-09634,Dewi Wijaya,TV LG 55 inch,2024-05-02,2024-05-09,7,3864719,B009,TV,571000,8,1,7
TRX-2025-09635,Siska Hidayat,TV LG 43 inch,2025-06-12,2025-06-17,5,1493570,B005,TV,305000,12,1,9
TRX-2025-09636,Doni Lestari,TV Panasonic 43 inch,2025-03-17,2025-03-21,4,1183579,B004,TV,305000,12,1,0
TRX-2025-09637,Doni Santoso,TV Panasonic 50 inch,2024-03-12,2024-03-18,6,2658625,B006,TV,459000,10,1,5
TRX-2025-09638,Rian Sari,TV LG 43 inch,2023-04-29,2023-05-04,5,1490067,B005,TV,300000,12,1,9
TRX-2025-09639,Andi Sari,TV Panasonic 65 inch,2025-07-23,2025-07-24,1,679624,B010,TV,699000,6,1,1
TRX-2025-09640,Agus Santoso,TV LG 65 inch,2025-05-19,2025-05-25,6,4089161,B011,TV,694000,6,1,6
TRX-2025-09641,Lia Santoso,Screen 2x3,2025-09-16,2025-09-19,3,895899,B002,Screen,308000,10,1,1
TRX-2025-09642,Budi Santoso,TV LG 75 inch,2023-06-26,2023-06-29,3,3168739,B013,TV,1160000,4,1,2
TRX-2025-09643,Joko Santoso,TV Panasonic 43 inch,2024-11-07,2024-11-08,1,288264,B004,TV,296000,12,1,5
TRX-2025-09644,Rina Pratama,TV LG 50 inch,2023-01-13,2023-01-16,3,1332254,B007,TV,463000,10,1,2
TRX-2025-09645,Andi Lestari,Screen 3x4,2025-01-25,2025-02-01,7,2597055,B003,Screen,380000,8,1,2
TRX-2025-09646,Andi Ramadhan,TV Panasonic 65 inch,2025-06-10,2025-06-11,1,649059,B010,TV,699000,6,1,2
TRX-2025-09647,Budi Santoso,Proyektor Epson 6000 Lumens,2024-10-15,2024-10-19,4,3792862,B001,Proyektor,1042000,15,1,14
TRX-2025-09648,Eka Kusuma,Screen 3x4,2023-12-06,2023-12-07,1,356836,B003,Screen,380000,8,1,7
TRX-2025-09649,Andi Saputra,TV Panasonic 43 inch,2024-02-03,2024-02-07,4,1203076,B004,TV,309000,12,1,12
TRX-2025-09650,Rian Sari,Screen 2x3,2023-04-05,2023-04-06,1,285667,B002,Screen,300000,10,1,10
TRX-2025-09651,Joko Saputra,TV LG 55 inch,2024-01-03,2024-01-05,2,981158,B009,TV,541000,8,1,6
TRX-2025-09652,Andi Wijaya,TV LG 50 inch,2025-09-05,2025-09-09,4,1728532,B007,TV,470000,10,1,5
TRX-2025-09653,Yanto Pratama,TV Panasonic 43 inch,2023-06-23,2023-06-30,7,1991040,B004,TV,309000,12,1,8
TRX-2025-09654,Yanto Santoso,TV Panasonic 43 inch,2023-11-02,2023-11-06,4,1120385,B004,TV,307000,12,1,7
TRX-2025-09655,Lia Saputra,TV LG 75 inch,2025-08-19,2025-08-22,3,3443466,B013,TV,1226000,4,1,4
TRX-2025-09656,Lia Santoso,Screen 2x3,2024-04-09,2024-04-15,6,1693963,B002,Screen,310000,10,1,4
TRX-2025-09657,Doni Saputra,TV LG 43 inch,2025-06-17,2025-06-23,6,1784924,B005,TV,304000,12,1,12
TRX-2025-09658,Doni Wijaya,TV Panasonic 65 inch,2023-08-24,2023-08-26,2,1282182,B010,TV,690000,6,1,6
TRX-2025-09659,Hadi Wijaya,TV LG 43 inch,2023-12-24,2023-12-25,1,285465,B005,TV,292000,12,1,3
TRX-2025-09660,Lia Wijaya,TV Panasonic 43 inch,2025-06-06,2025-06-13,7,2101655,B004,TV,305000,12,1,2
TRX-2025-09661,Rian Kusuma,TV Panasonic 55 inch,2023-04-18,2023-04-22,4,2127338,B008,TV,542000,8,1,0
TRX-2025-09662,Siska Putri,Proyektor Epson 6000 Lumens,2024-09-14,2024-09-15,1,949414,B001,Proyektor,958000,15,1,15
TRX-2025-09663,Budi Lestari,TV Panasonic 55 inch,2025-05-22,2025-05-24,2,1117728,B008,TV,574000,8,1,0
TRX-2025-09664,Rian Ramadhan,TV LG 50 inch,2023-01-07,2023-01-13,6,2689682,B007,TV,449000,10,1,1
TRX-2025-09665,Siska Sari,Screen 2x3,2024-09-09,2024-09-15,6,1796354,B002,Screen,300000,10,1,7
TRX-2025-09666,Agus Kusuma,Proyektor Epson 6000 Lumens,2025-08-18,2025-08-19,1,924764,B001,Proyektor,969000,15,1,15
TRX-2025-09667,Dewi Kusuma,Proyektor Epson 6000 Lumens,2025-01-29,2025-01-31,2,1829591,B001,Proyektor,1003000,15,1,9
TRX-2025-09668,Dewi Ramadhan,TV LG 50 inch,2023-01-07,2023-01-09,2,873944,B007,TV,453000,10,1,8
TRX-2025-09669,Budi Ramadhan,Screen 3x4,2023-03-03,2023-03-04,1,383926,B003,Screen,416000,8,1,7
TRX-2025-09670,Dewi Pratama,Screen 2x3,2023-09-13,2023-09-19,6,1612225,B002,Screen,290000,10,1,1
TRX-2025-09671,Siska Lestari,TV Panasonic 65 inch,2023-03-30,2023-04-04,5,3654290,B010,TV,732000,6,1,5
TRX-2025-09672,Doni Hidayat,TV LG 50 inch,2023-12-11,2023-12-13,2,934245,B007,TV,472000,10,1,5
TRX-2025-09673,Rina Lestari,TV LG 55 inch,2023-07-15,2023-07-18,3,1506567,B009,TV,543000,8,1,0
TRX-2025-09674,Yanto Kusuma,TV LG 50 inch,2023-01-29,2023-01-30,1,433107,B007,TV,460000,10,1,5
TRX-2025-09675,Andi Hidayat,TV LG 75 inch,2024-02-04,2024-02-09,5,5692784,B013,TV,1210000,4,1,3
TRX-2025-09676,Hadi Pratama,Screen 2x3,2024-06-11,2024-06-17,6,1837763,B002,Screen,312000,10,1,1
TRX-2025-09677,Agus Putri,Proyektor Epson 6000 Lumens,2025-10-06,2025-10-07,1,884096,B001,Proyektor,975000,15,1,11
TRX-2025-09678,Rina Hidayat,Screen 2x3,2023-09-03,2023-09-09,6,1628832,B002,Screen,293000,10,1,2
TRX-2025-09679,Eka Ramadhan,TV LG 75 inch,2023-03-14,2023-03-16,2,2120277,B013,TV,1142000,4,1,1
TRX-2025-09680,Lia Hidayat,TV Panasonic 75 inch,2023-07-19,2023-07-24,5,6032452,B012,TV,1227000,4,1,3
TRX-2025-09681,Eka Saputra,TV Panasonic 55 inch,2025-04-03,2025-04-10,7,3663468,B008,TV,524000,8,1,1
TRX-2025-09682,Andi Hidayat,Proyektor Epson 6000 Lumens,2023-03-25,2023-03-28,3,2951271,B001,Proyektor,1019000,15,1,7
TRX-2025-09683,Lia Hidayat,TV LG 43 inch,2023-10-10,2023-10-13,3,856116,B005,TV,303000,12,1,9
TRX-2025-09684,Eka Wijaya,Proyektor Epson 6000 Lumens,2023-09-11,2023-09-16,5,4296487,B001,Proyektor,954000,15,1,1
TRX-2025-09685,Yanto Lestari,TV LG 50 inch,2025-08-06,2025-08-07,1,441789,B007,TV,461000,10,1,9
TRX-2025-09686,Maya Santoso,TV Panasonic 43 inch,2023-02-07,2023-02-09,2,559417,B004,TV,297000,12,1,11
TRX-2025-09687,Dewi Santoso,Proyektor Epson 6000 Lumens,2023-04-03,2023-04-06,3,2954583,B001,Proyektor,1007000,15,1,13
TRX-2025-09688,Maya Santoso,TV Panasonic 65 inch,2024-04-06,2024-04-07,1,682168,B010,TV,709000,6,1,1
TRX-2025-09689,Siska Pratama,Proyektor Epson 6000 Lumens,2023-03-02,2023-03-08,6,5940171,B001,Proyektor,1027000,15,1,1
TRX-2025-09690,Doni Saputra,TV Panasonic 43 inch,2024-03-15,2024-03-17,2,583225,B004,TV,309000,12,1,2
TRX-2025-09691,Budi Lestari,Proyektor Epson 6000 Lumens,2024-03-04,2024-03-09,5,4696126,B001,Proyektor,960000,15,1,15
TRX-2025-09692,Siti Pratama,TV LG 43 inch,2025-10-28,2025-11-03,6,1607938,B005,TV,285000,12,1,12
TRX-2025-09693,Dewi Putri,TV LG 55 inch,2023-01-12,2023-01-15,3,1456863,B009,TV,538000,8,1,0
TRX-2025-09694,Hadi Ramadhan,TV LG 43 inch,2024-01-26,2024-01-27,1,287423,B005,TV,303000,12,1,4
TRX-2025-09695,Budi Santoso,Screen 2x3,2025-09-26,2025-09-28,2,529228,B002,Screen,290000,10,1,1
TRX-2025-09696,Dewi Wijaya,TV Panasonic 43 inch,2024-10-29,2024-11-03,5,1395579,B004,TV,297000,12,1,0
TRX-2025-09697,Budi Lestari,TV LG 50 inch,2024-09-16,2024-09-19,3,1178449,B007,TV,428000,10,1,1
TRX-2025-09698,Lia Santoso,TV LG 43 inch,2023-03-04,2023-03-07,3,872430,B005,TV,313000,12,1,10
TRX-2025-09699,Siska Saputra,TV Panasonic 55 inch,2024-04-14,2024-04-18,4,2166854,B008,TV,560000,8,1,1
TRX-2025-09700,Rian Hidayat,TV Panasonic 43 inch,2024-04-21,2024-04-24,3,858084,B004,TV,291000,12,1,8
TRX-2025-09701,Lia Putri,TV LG 50 inch,2025-10-21,2025-10-23,2,837556,B007,TV,433000,10,1,7
TRX-2025-09702,Joko Kusuma,Proyektor Epson 6000 Lumens,2023-07-08,2023-07-09,1,958970,B001,Proyektor,959000,15,1,12
TRX-2025-09703,Agus Hidayat,Proyektor Epson 6000 Lumens,2024-05-07,2024-05-10,3,2828366,B001,Proyektor,1022000,15,1,5
TRX-2025-09704,Doni Sari,TV LG 55 inch,2025-04-04,2025-04-05,1,557576,B009,TV,563000,8,1,6
TRX-2025-09705,Maya Kusuma,TV Panasonic 55 inch,2024-11-28,2024-12-05,7,3486606,B008,TV,538000,8,1,4
TRX-2025-09706,Lia Sari,TV Panasonic 50 inch,2024-10-10,2024-10-12,2,843218,B006,TV,433000,10,1,7
TRX-2025-09707,Eka Saputra,Proyektor Epson 6000 Lumens,2025-08-11,2025-08-12,1,970714,B001,Proyektor,1003000,15,1,9
TRX-2025-09708,Maya Saputra,TV Panasonic 43 inch,2024-05-10,2024-05-14,4,1216389,B004,TV,308000,12,1,11
TRX-2025-09709,Rina Lestari,Proyektor Epson 6000 Lumens,2024-08-19,2024-08-20,1,935425,B001,Proyektor,1018000,15,1,8
TRX-2025-09710,Andi Ramadhan,TV LG 43 inch,2024-02-04,2024-02-08,4,1084671,B005,TV,289000,12,1,0
TRX-2025-09711,Hadi Wijaya,TV LG 43 inch,2025-11-24,2025-12-01,7,2125444,B005,TV,309000,12,1,10
TRX-2025-09712,Lia Sari,TV Panasonic 55 inch,2023-01-13,2023-01-19,6,3078607,B008,TV,557000,8,1,8
TRX-2025-09713,Yanto Ramadhan,TV LG 65 inch,2025-01-01,2025-01-04,3,1975658,B011,TV,682000,6,1,5
TRX-2025-09714,Doni Saputra,Screen 3x4,2025-09-29,2025-10-06,7,2452715,B003,Screen,389000,8,1,4
TRX-2025-09715,Andi Sari,Proyektor Epson 6000 Lumens,2025-09-04,2025-09-09,5,5096540,B001,Proyektor,1048000,15,1,1
TRX-2025-09716,Rina Lestari,TV LG 50 inch,2025-03-27,2025-04-01,5,2081254,B007,TV,447000,10,1,4
TRX-2025-09717,Siska Santoso,Screen 2x3,2023-06-09,2023-06-16,7,1861140,B002,Screen,294000,10,1,8
TRX-2025-09718,Eka Santoso,TV Panasonic 43 inch,2024-09-25,2024-09-30,5,1463973,B004,TV,307000,12,1,11
TRX-2025-09719,Hadi Hidayat,Proyektor Epson 6000 Lumens,2024-07-07,2024-07-14,7,6322843,B001,Proyektor,963000,15,1,11
TRX-2025-09720,Dewi Pratama,TV Panasonic 75 inch,2023-11-06,2023-11-08,2,2287419,B012,TV,1243000,4,1,3
TRX-2025-09721,Rian Ramadhan,TV Panasonic 55 inch,2023-08-28,2023-09-03,6,3234621,B008,TV,555000,8,1,5
TRX-2025-09722,Joko Putri,TV Panasonic 55 inch,2024-09-14,2024-09-15,1,536609,B008,TV,551000,8,1,3
TRX-2025-09723,Eka Santoso,TV LG 43 inch,2024-04-05,2024-04-06,1,293367,B005,TV,299000,12,1,3
